Column1;Column2
0000665-12.2016.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000665-12.2016.8.17.0970
0000186-82.2017.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000186-82.2017.8.17.0970
0001978-95.2019.8.17.0810;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0001978-95.2019.8.17.0810
0000008-27.2003.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000008-27.2003.8.17.0970
0000061-08.2003.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000061-08.2003.8.17.0970
0000487-20.2003.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000487-20.2003.8.17.0970
0000000-71.2012.8.17.0970;/TJPE/RMR/MORENO/CIVEL/VCIV01/0000000-71.2012.8.17.0970
0000007-13.2001.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000007-13.2001.8.17.0970
0000395-46.2020.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000395-46.2020.8.17.0970
0000411-73.2015.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000411-73.2015.8.17.0970
0000601-17.2007.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000601-17.2007.8.17.0970
0000000-45.2013.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000000-45.2013.8.17.0970
0000838-22.2005.8.17.2033;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000838-22.2005.8.17.2033
0000063-90.1994.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000063-90.1994.8.17.0970
0000795-56.2003.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000795-56.2003.8.17.0970
0000332-02.2012.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000332-02.2012.8.17.0970
0000858-27.2016.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000858-27.2016.8.17.0970
0000314-68.2018.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000314-68.2018.8.17.0970
0001407-08.2014.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0001407-08.2014.8.17.0970
0005228-15.2017.8.17.0000;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0005228-15.2017.8.17.0000
0000795-31.2018.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000795-31.2018.8.17.0970
0000727-23.2014.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000727-23.2014.8.17.0970
0000514-41.2019.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000514-41.2019.8.17.0970
0000211-27.2019.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000211-27.2019.8.17.0970
0000189-03.2018.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000189-03.2018.8.17.0970
0003664-21.2018.8.17.0370;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0003664-21.2018.8.17.0370
0063638-61.2017.8.17.0810;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0063638-61.2017.8.17.0810
0004818-78.2019.8.17.0810;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0004818-78.2019.8.17.0810
0003514-21.2010.8.17.0370;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0003514-21.2010.8.17.0370
0000472-04.2017.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000472-04.2017.8.17.0730
0000848-19.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000848-19.2019.8.17.0730
0002187-52.2015.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0002187-52.2015.8.17.0730
0000652-20.2017.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000652-20.2017.8.17.0730
0001313-09.2011.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001313-09.2011.8.17.0730
0006570-85.2019.8.17.0810;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0006570-85.2019.8.17.0810
0001478-92.2020.8.17.0810;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0001478-92.2020.8.17.0810
0004499-81.2017.8.17.0810;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0004499-81.2017.8.17.0810
0044418-77.2017.8.17.0810;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0044418-77.2017.8.17.0810
0000358-65.2017.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000358-65.2017.8.17.0730
0002947-64.2016.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0002947-64.2016.8.17.0730
0000938-61.2018.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000938-61.2018.8.17.0730
0000299-72.2020.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000299-72.2020.8.17.0730
0029768-88.2018.8.17.0810;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0029768-88.2018.8.17.0810
0000477-55.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000477-55.2019.8.17.0730
0001447-09.2019.8.17.0810;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001447-09.2019.8.17.0810
0000378-85.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000378-85.2019.8.17.0730
0002468-20.2019.8.17.0810;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0002468-20.2019.8.17.0810
0000777-17.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000777-17.2019.8.17.0730
0000944-68.2018.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000944-68.2018.8.17.0730
0002186-79.2019.8.17.0810;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0002186-79.2019.8.17.0810
0000005-83.2021.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000005-83.2021.8.17.0730
0000576-59.2018.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000576-59.2018.8.17.0730
0001936-46.2019.8.17.0810;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001936-46.2019.8.17.0810
0003944-93.2019.8.17.0810;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0003944-93.2019.8.17.0810
0000115-19.2020.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000115-19.2020.8.17.0730
0069382-37.2017.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0069382-37.2017.8.17.0810
0004946-66.2020.8.17.0001;/TJPE/CAPITAL/VIOLENCIA DOMESTICA MULHER/VVDFM02/0004946-66.2020.8.17.0001
0007510-18.2020.8.17.0001;/TJPE/CAPITAL/VIOLENCIA DOMESTICA MULHER/VVDFM02/0007510-18.2020.8.17.0001
0008056-73.2020.8.17.0001;/TJPE/CAPITAL/VIOLENCIA DOMESTICA MULHER/VVDFM02/0008056-73.2020.8.17.0001
0001170-24.2021.8.17.0001;/TJPE/CAPITAL/VIOLENCIA DOMESTICA MULHER/VVDFM02/0001170-24.2021.8.17.0001
0002409-97.2020.8.17.0001;/TJPE/CAPITAL/VIOLENCIA DOMESTICA MULHER/VVDFM02/0002409-97.2020.8.17.0001
0004756-06.2020.8.17.0001;/TJPE/CAPITAL/VIOLENCIA DOMESTICA MULHER/VVDFM02/0004756-06.2020.8.17.0001
0004879-04.2020.8.17.0001;/TJPE/CAPITAL/VIOLENCIA DOMESTICA MULHER/VVDFM02/0004879-04.2020.8.17.0001
0000991-69.2016.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000991-69.2016.8.17.0970
0000465-30.2001.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000465-30.2001.8.17.0970
0000025-97.2015.8.17.0370;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0000025-97.2015.8.17.0370
0069296-66.2017.8.17.0810;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0069296-66.2017.8.17.0810
0000155-52.2020.8.17.0810;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0000155-52.2020.8.17.0810
0001425-83.2014.8.17.0370;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0001425-83.2014.8.17.0370
0001860-85.2020.8.17.0810;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0001860-85.2020.8.17.0810
0004048-57.2013.8.17.0370;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0004048-57.2013.8.17.0370
0000146-90.2017.8.17.0370;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0000146-90.2017.8.17.0370
0000487-02.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000487-02.2019.8.17.0730
0001508-28.2010.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001508-28.2010.8.17.0730
0000089-02.2012.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000089-02.2012.8.17.0730
0000465-24.2021.8.17.0810;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000465-24.2021.8.17.0810
0000169-12.2015.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0000169-12.2015.8.17.0810
0003873-50.2013.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0003873-50.2013.8.17.0730
0001687-20.2014.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001687-20.2014.8.17.0730
0001082-40.2015.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001082-40.2015.8.17.0730
0001841-67.2016.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001841-67.2016.8.17.0730
0002572-63.2016.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0002572-63.2016.8.17.0730
0000173-76.2007.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000173-76.2007.8.17.0730
0000868-10.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000868-10.2019.8.17.0730
0000173-73.2007.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000173-73.2007.8.17.0730
0000283-21.2020.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000283-21.2020.8.17.0730
0000003-50.2020.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000003-50.2020.8.17.0730
0000062-72.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000062-72.2019.8.17.0730
0011780-59.2015.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0011780-59.2015.8.17.0810
0001161-60.2021.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0001161-60.2021.8.17.0810
0000618-57.2021.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0000618-57.2021.8.17.0810
0000656-79.2018.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000656-79.2018.8.17.0970
0000281-54.2013.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000281-54.2013.8.17.0970
0006100-54.2019.8.17.0810;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0006100-54.2019.8.17.0810
0002628-45.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0002628-45.2019.8.17.0810
0006355-12.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0006355-12.2019.8.17.0810
0003020-82.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0003020-82.2019.8.17.0810
0003821-95.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0003821-95.2019.8.17.0810
0006360-34.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0006360-34.2019.8.17.0810
0005764-50.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0005764-50.2019.8.17.0810
0000885-46.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000885-46.2019.8.17.0730
0000986-83.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000986-83.2019.8.17.0730
0002656-76.2020.8.17.0810;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0002656-76.2020.8.17.0810
0001197-90.2017.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001197-90.2017.8.17.0730
0004125-87.2012.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0004125-87.2012.8.17.0730
0000972-70.2017.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000972-70.2017.8.17.0730
0000562-85.2012.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000562-85.2012.8.17.0730
0002221-95.2013.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0002221-95.2013.8.17.0730
0000182-86.2017.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000182-86.2017.8.17.0730
0006011-31.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0006011-31.2019.8.17.0810
0001471-37.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0001471-37.2019.8.17.0810
0002338-30.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0002338-30.2019.8.17.0810
0003178-40.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0003178-40.2019.8.17.0810
0002470-87.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0002470-87.2019.8.17.0810
0005766-20.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0005766-20.2019.8.17.0810
0001459-52.2021.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0001459-52.2021.8.17.0810
0001779-05.2021.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0001779-05.2021.8.17.0810
0002908-79.2020.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0002908-79.2020.8.17.0810
0002196-89.2020.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0002196-89.2020.8.17.0810
0000530-19.2021.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0000530-19.2021.8.17.0810
0003919-46.2020.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0003919-46.2020.8.17.0810
0001193-65.2021.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0001193-65.2021.8.17.0810
0000532-86.2021.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0000532-86.2021.8.17.0810
0001184-72.2009.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001184-72.2009.8.17.0730
0003285-43.2013.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0003285-43.2013.8.17.0730
0000436-25.2018.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000436-25.2018.8.17.0730
0000534-44.2017.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000534-44.2017.8.17.0730
0000577-42.2014.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000577-42.2014.8.17.0970
0000610-32.2014.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000610-32.2014.8.17.0970
0003066-30.2013.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0003066-30.2013.8.17.0730
0001515-83.2011.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001515-83.2011.8.17.0730
0001092-79.2018.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001092-79.2018.8.17.0730
0042545-08.2018.8.17.0810;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0042545-08.2018.8.17.0810
0000982-80.2018.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000982-80.2018.8.17.0730
0000991-08.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000991-08.2019.8.17.0730
0000031-81.2021.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000031-81.2021.8.17.0730
0000110-49.2003.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000110-49.2003.8.17.0970
0006733-65.2019.8.17.0810;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0006733-65.2019.8.17.0810
0000713-73.2013.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000713-73.2013.8.17.0970
0006405-38.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0006405-38.2019.8.17.0810
0005830-30.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0005830-30.2019.8.17.0810
0000114-85.2020.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0000114-85.2020.8.17.0810
0005623-31.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0005623-31.2019.8.17.0810
0000916-03.1018.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000916-03.1018.8.17.0730
0000466-94.2017.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000466-94.2017.8.17.0730
0000625-71.2016.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000625-71.2016.8.17.0730
0000066-41.2021.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000066-41.2021.8.17.0730
0000374-19.2017.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000374-19.2017.8.17.0730
0000036-06.2021.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000036-06.2021.8.17.0730
0021829-96.2014.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0021829-96.2014.8.17.0810
0004475-63.2011.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0004475-63.2011.8.17.0810
0063156-89.2012.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0063156-89.2012.8.17.0810
0006674-77.2019.8.17.0810;/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0006674-77.2019.8.17.0810
0000095-55.2018.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000095-55.2018.8.17.0970
0000333-75.1998.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000333-75.1998.8.17.0970
0000678-02.2002.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000678-02.2002.8.17.0970
0000185-83.2006.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000185-83.2006.8.17.0970
0000323-59.2020.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000323-59.2020.8.17.0970
0000043-54.2021.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000043-54.2021.8.17.0970
0000047-28.2020.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000047-28.2020.8.17.0970
0000429-55.2019.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000429-55.2019.8.17.0970
0000016-42.2019.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000016-42.2019.8.17.0970
0000039-17.2021.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000039-17.2021.8.17.0970
0000186-77.2020.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000186-77.2020.8.17.0970
0000035-14.2020.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000035-14.2020.8.17.0970
0000484-47.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000484-47.2019.8.17.0730
0004035-11.2014.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0004035-11.2014.8.17.0730
0003865-73.2013.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0003865-73.2013.8.17.0730
0000026-59.2021.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000026-59.2021.8.17.0730
0001135-50.2017.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001135-50.2017.8.17.0730
0001796-63.2016.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001796-63.2016.8.17.0730
0039409-03.2018.8.17.0810;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0039409-03.2018.8.17.0810
0000067-19.2020.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000067-19.2020.8.17.0970
0000034-92.2021.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000034-92.2021.8.17.0970
0000007-12.2021.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000007-12.2021.8.17.0970
0000134-47.2021.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000134-47.2021.8.17.0970
0002100-16.2014.8.17.1350;/TJPE/RMR/SAO LOURENCO DA MATA/CRIMINAL/VCRIM/0002100-16.2014.8.17.1350
0000038-56.2021.8.17.1350;/TJPE/RMR/SAO LOURENCO DA MATA/CRIMINAL/VCRIM/0000038-56.2021.8.17.1350
0044877-45.2018.8.17.0810;/TJPE/RMR/SAO LOURENCO DA MATA/CRIMINAL/VCRIM/0044877-45.2018.8.17.0810
0000626-17.2020.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000626-17.2020.8.17.0730
0001225-12.2017.8.17.0810;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001225-12.2017.8.17.0810
0001067-32.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0001067-32.2019.8.17.0730
0000476-39.2013.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000476-39.2013.8.17.0970
0000207-44.2019.8.17.0370;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000207-44.2019.8.17.0370
0000149-79.2019.8.17.0810;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000149-79.2019.8.17.0810
0000269-37.2020.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000269-37.2020.8.17.0730
0000429-62.2020.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000429-62.2020.8.17.0730
0000598-83.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000598-83.2019.8.17.0730
0003301-78.2011.8.17.0370;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0003301-78.2011.8.17.0370
0001902-04.2017.8.17.0370;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0001902-04.2017.8.17.0370
0001571-51.2019.8.17.0370;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0001571-51.2019.8.17.0370
0001596-45.2011.8.17.0370;/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0001596-45.2011.8.17.0370
0000011-88.2017.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000011-88.2017.8.17.0970
0000433-68.2014.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000433-68.2014.8.17.0970
0018150-83.2017.8.17.0810;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0018150-83.2017.8.17.0810
0000282-32.2017.8.17.0000;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000282-32.2017.8.17.0000
0000990-23.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000990-23.2019.8.17.0730
0032640-76.2018.8.17.0810;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0032640-76.2018.8.17.0810
0002792-37.2011.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0002792-37.2011.8.17.0730
0000951-65.2015.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000951-65.2015.8.17.0730
0000623-67.2017.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000623-67.2017.8.17.0730
0000840-42.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000840-42.2019.8.17.0730
0000960-85.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000960-85.2019.8.17.0730
0000970-32.2019.8.17.0730;/TJPE/RMR/IPOJUCA/CRIMINAL/VCRIM/0000970-32.2019.8.17.0730
0003863-15.2020.8.17.0001;/TJPE/CAPITAL/CRIMINAL/VCRIM17/0003863-15.2020.8.17.0001
0000812-93.2020.8.17.0001;/TJPE/CAPITAL/CRIMINAL/VCRIM17/0000812-93.2020.8.17.0001
0004204-41.2020.8.17.0001;/TJPE/CAPITAL/CRIMINAL/VCRIM17/0004204-41.2020.8.17.0001
0007316-18.2020.8.17.0001;/TJPE/CAPITAL/CRIMINAL/VCRIM17/0007316-18.2020.8.17.0001
0003272-53.2020.8.17.0001;/TJPE/CAPITAL/CRIMINAL/VCRIM17/0003272-53.2020.8.17.0001
0004556-96.2020.8.17.0001;/TJPE/CAPITAL/CRIMINAL/VCRIM17/0004556-96.2020.8.17.0001
0008265-42.2020.8.17.0001;/TJPE/CAPITAL/CRIMINAL/VCRIM17/0008265-42.2020.8.17.0001
0001925-32.2013.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0001925-32.2013.8.17.0970
0001935-32.2013.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0001935-32.2013.8.17.0970
0000782-42.2012.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000782-42.2012.8.17.0970
0000049-66.2018.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000049-66.2018.8.17.0970
0000484-16.2013.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000484-16.2013.8.17.0970
0000000-80.2018.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000000-80.2018.8.17.0970
0000220-52.2020.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000220-52.2020.8.17.0970
0000674-03.2018.8.17.0970;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0000674-03.2018.8.17.0970
0068401-08.2017.8.17.0810;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0068401-08.2017.8.17.0810
0004938-24.2019.8.17.0810;/TJPE/RMR/MORENO/CRIMINAL/VCRIM/0004938-24.2019.8.17.0810
